0;7;0
1;10;0
2;2;0
3;10;0
4;9;0
5;7;0
6;9;0
7;2;0
8;7;0
9;10;0
10;1;0
11;10;0
12;10;0
13;8;0
14;3;0
15;4;0
16;6;0
17;8;0
18;6;0
19;6;0
20;2;0
21;10;0
22;6;0
23;2;0
24;10;0
25;5;0
26;1;0
27;3;0
28;4;0
29;4;0
30;5;0
31;6;0
32;8;0
33;1;0
34;5;0
35;2;0
36;7;0
37;5;0
38;1;0
39;5;0
40;7;0
41;7;0
42;2;0
43;7;0
44;10;0
45;8;0
46;3;0
47;7;0
48;1;0
49;5;0
50;8;0
51;8;0
52;9;0
53;8;0
54;1;0
55;5;0
56;8;0
57;9;0
58;7;0
59;3;0
60;4;0
61;4;0
62;8;0
63;3;0
64;8;0
65;3;0
66;2;0
67;1;0
68;6;0
69;10;0
70;4;0
71;9;0
72;4;0
73;8;0
74;9;0
75;7;0
76;5;0
77;7;0
78;6;0
79;3;0
80;1;0
81;9;0
82;2;0
83;6;0
84;6;0
85;6;0
86;6;0
87;2;0
88;10;0
89;4;0
90;8;0
91;9;0
92;8;0
93;2;0
94;5;0
95;1;0
96;2;0
97;10;0
98;2;0
99;4;0
100;5;0
101;6;0
102;4;0
103;9;0
104;10;0
105;8;0
106;9;0
107;5;0
108;3;0
109;4;0
110;3;0
111;9;0
112;5;0
113;8;0
114;8;0
115;7;0
116;6;0
117;9;0
118;8;0
119;10;0
120;5;0
121;10;0
122;7;0
123;7;0
124;9;0
125;10;0
126;6;0
127;10;0
128;9;0
129;6;0
130;5;0
131;9;0
132;8;0
133;4;0
134;5;0
135;10;0
136;4;0
137;8;0
138;7;0
139;6;0
140;9;0
141;1;0
142;7;0
143;3;0
144;9;0
145;2;0
146;5;0
147;3;0
148;1;0
149;2;0
150;8;0
151;8;0
152;5;0
153;1;0
154;4;0
155;1;0
156;2;0
157;8;0
158;7;0
159;9;0
160;2;0
161;5;0
162;4;0
163;1;0
164;9;0
165;1;0
166;4;0
167;9;0
168;3;0
169;7;0
170;10;0
171;3;0
172;2;0
173;7;0
174;9;0
175;10;0
176;8;0
177;10;0
178;4;0
179;5;0
180;7;0
181;3;0
182;6;0
183;9;0
184;6;0
185;4;0
186;7;0
187;5;0
188;10;0
189;10;0
190;9;0
191;8;0
192;3;0
193;10;0
194;5;0
195;1;0
196;7;0
197;3;0
198;7;0
199;3;0
